TUCASEID,weight,race,age,labor_force_status,sex,day,year,category,TULINENO,region,division,state,metro_status,metro_area,county,category_sum_min,category_sum_hour,category_sum_hour_weight
20200605202103,5827601.160055,White,39,Employed-At work,Male,1,2020,socializing,1,Midwest,West North Central,MN,metropolitan,0,0,90,1.5,8741401.7400825
20200605202110,17299382.807393,White,45,Employed-At work,Female,6,2020,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,0,0,0
20200605202112,5004255.806037,Black,70,Employed-At work,Female,6,2020,socializing,1,South,South Atlantic,VA,metropolitan,47260,550,0,0,0
20200605202114,6276031.064125,White,44,Employed-At work,Female,6,2020,socializing,1,Northeast,New England,MA,metropolitan,39300,5,0,0,0
20200605202118,2736961.182187,Black,72,Retired,Female,5,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,90,1.5,4105441.7732804995
20200605202120,13440857.403016,Black,47,Employed-At work,Female,5,2020,socializing,1,South,South Atlantic,GA,metropolitan,12060,77,45,0.75,10080643.052261999
20200605202121,15641522.04676,Black,39,Employed-At work,Male,2,2020,socializing,1,South,South Atlantic,MD,metropolitan,12580,510,90,1.5,23462283.07014
20200605202123,2793056.421522,White,80,Retired,Male,1,2020,socializing,1,West,Mountain,ID,non-metropolitan,0,0,75,1.25,3491320.5269024996
20200605202125,4954107.377969,White,58,Employed-At work,Female,3,2020,socializing,1,Northeast,New England,MA,metropolitan,39300,5,0,0,0
20200605202128,6257508.673716,White,69,Retired,Male,4,2020,socializing,1,West,Pacific,WA,non-metropolitan,0,0,0,0,0
20200605202131,5484193.461817,Black,40,Retired,Female,1,2020,socializing,1,South,South Atlantic,GA,non-metropolitan,0,0,0,0,0
20200605202132,3525380.173466,Asian,54,Employed-At work,Male,1,2020,socializing,1,West,Pacific,WA,metropolitan,42660,33,0,0,0
20200605202134,6923931.378802,White,55,Employed-At work,Female,2,2020,socializing,1,West,Mountain,WY,metropolitan,0,0,0,0,0
20200605202144,15609764.859815,White,39,Employed-At work,Male,1,2020,socializing,1,West,Pacific,CA,metropolitan,12540,29,90,1.5,23414647.2897225
20200605202151,2275447.175578,White,66,Employed-At work,Female,1,2020,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,0,0,0
20200605202153,16796845.057389,White,30,Employed-Absent,Female,6,2020,socializing,1,South,South Atlantic,FL,metropolitan,45300,103,265,4.416666666666667,74186065.67013475
20200605202155,9781707.584854,Asian,40,Employed-At work,Male,5,2020,socializing,1,South,South Atlantic,MD,metropolitan,12580,0,0,0,0
20200605202159,10035907.152841,Black,40,Employed-At work,Female,6,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,5,0,0,0
20200605202160,9230841.53632,White,28,Employed-At work,Female,3,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202164,5909129.719659,White,62,Retired,Female,4,2020,socializing,1,West,Mountain,ID,metropolitan,17660,0,0,0,0
20200605202168,3215022.169981,White,43,Employed-At work,Female,5,2020,socializing,1,South,South Atlantic,DC,metropolitan,47900,1,0,0,0
20200605202174,7734325.594608,White,61,Employed-At work,Female,3,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,61,0,0,0
20200605202179,5662278.07933,White,66,Retired,Female,5,2020,socializing,1,South,East South Central,AL,metropolitan,26620,0,0,0,0
20200605202182,7781501.2192,Asian,38,Employed-At work,Male,2,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202188,7756563.325039,White,73,Retired,Male,7,2020,socializing,1,Northeast,New England,ME,metropolitan,38860,5,0,0,0
20200605202192,26377098.927906,White,34,Employed-At work,Female,2,2020,socializing,1,Midwest,East North Central,OH,metropolitan,18140,0,0,0,0
20200605202195,4149121.872383,White,69,Employed-At work,Male,7,2020,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,0,0,0
20200605202196,11550270.065364,White,69,Retired,Female,2,2020,socializing,1,South,South Atlantic,FL,metropolitan,33100,86,0,0,0
20200605202202,1714167.943214,Black,71,Employed-At work,Female,1,2020,socializing,1,South,South Atlantic,FL,metropolitan,33100,99,0,0,0
20200605202208,9740016.204275,White,32,Employed-At work,Male,4,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,37980,45,0,0,0
20200605202209,11842529.835402,Black,65,Retired,Male,6,2020,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20200605202212,9630164.143306,White,50,Retired,Male,4,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,103,0,0,0
20200605202214,1644736.286891,Black,67,Employed-Absent,Female,7,2020,socializing,1,South,East South Central,AL,metropolitan,33860,0,0,0,0
20200605202215,6521268.305726,White,60,Employed-At work,Female,4,2020,socializing,NA,NA,NA,NA,NA,NA,NA,10,0.16666666666666666,1086878.0509543333
20200605202217,8658016.240312,White,61,Employed-At work,Male,5,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202219,19164895.755557,Asian,32,Employed-At work,Female,6,2020,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,3,0,0,0
20200605202225,4313950.551033,White,52,Employed-At work,Female,1,2020,socializing,1,South,South Atlantic,NC,non-metropolitan,0,0,10,0.16666666666666666,718991.7585055
20200605202229,7878898.04296,White,69,Retired,Female,2,2020,socializing,1,South,South Atlantic,NC,metropolitan,20500,0,0,0,0
20200605202232,3631260.063552,Black,80,Retired,Female,7,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,97,0,0,0
20200605202237,6737823.102593,White,80,Retired,Male,7,2020,socializing,1,Midwest,East North Central,IL,metropolitan,41180,119,75,1.25,8422278.87824125
20200605202241,4083459.029047,White,52,Employed-At work,Male,1,2020,socializing,1,West,Pacific,OR,metropolitan,32780,29,250,4.166666666666667,17014412.62102917
20200605202243,5719875.153803,White,65,Employed-At work,Female,7,2020,socializing,1,Midwest,West North Central,NE,non-metropolitan,0,0,0,0,0
20200605202246,15556027.846836,White,51,Employed-At work,Male,4,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,24020,0,30,0.5,7778013.923418
20200605202250,8208359.486307,Black,45,Employed-At work,Male,3,2020,socializing,1,South,South Atlantic,SC,metropolitan,24860,0,0,0,0
20200605202252,10077788.869275,White,68,Retired,Female,2,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202255,8445268.336704,White,39,Employed-At work,Male,1,2020,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,0,0,0
20200605202268,4010474.190294,White,63,Retired,Male,6,2020,socializing,1,South,South Atlantic,VA,metropolitan,47900,107,0,0,0
20200605202277,2894641.622549,White,29,Employed-At work,Female,1,2020,socializing,1,West,Pacific,CA,metropolitan,31080,37,225,3.75,10854906.084558751
20200605202279,4162585.96133,Black,61,Retired,Female,7,2020,socializing,1,South,South Atlantic,FL,non-metropolitan,0,0,150,2.5,10406464.903324999
20200605202289,5272068.484501,Black,43,Employed-At work,Male,2,2020,socializing,1,South,South Atlantic,SC,metropolitan,22500,41,0,0,0
20200605202291,6974914.942091,Black,36,Employed-At work,Female,5,2020,socializing,1,Midwest,East North Central,IN,metropolitan,16980,89,0,0,0
20200605202292,5373240.294046,White,64,Retired,Female,5,2020,socializing,1,Northeast,New England,MA,metropolitan,49340,27,0,0,0
20200605202293,3488733.564229,Black,60,Employed-At work,Female,5,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,5,0,0,0
20200605202300,5923820.179907,Asian,45,Retired,Female,5,2020,socializing,1,West,Pacific,WA,metropolitan,42660,0,0,0,0
20200605202302,6470606.00184,Black,60,Retired,Female,2,2020,socializing,1,Midwest,East North Central,OH,metropolitan,17460,0,0,0,0
20200605202303,10552013.677051,White,43,Retired,Male,6,2020,socializing,1,Midwest,East North Central,OH,metropolitan,17140,0,0,0,0
20200605202305,7259325.335715,White,37,Retired,Male,1,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,37980,17,0,0,0
20200605202307,1523069.161871,Black,69,Retired,Female,1,2020,socializing,1,South,South Atlantic,VA,metropolitan,40060,41,0,0,0
20200605202308,10554096.043437,White,30,Retired,Female,3,2020,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20200605202316,10729389.245067,White,59,Employed-At work,Male,4,2020,socializing,1,Midwest,East North Central,MI,metropolitan,24340,81,0,0,0
20200605202319,19663624.591267,Black,23,Employed-Absent,Male,2,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202320,7644817.101968,Asian,64,Employed-At work,Male,4,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202325,3517637.583363,White,77,Retired,Female,1,2020,socializing,1,Northeast,New England,ME,metropolitan,38860,0,0,0,0
20200605202330,4969043.668037,White,32,Employed-At work,Female,3,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,150,2.5,12422609.1700925
20200605202335,11630281.382837,White,51,Employed-At work,Male,5,2020,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,23,60,1,11630281.382837
20200605202343,5301943.835783,White,77,Retired,Male,7,2020,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,0,60,1,5301943.835783
20200605202347,2869182.795856,White,77,Retired,Female,1,2020,socializing,1,West,Pacific,CA,metropolitan,37100,111,0,0,0
20200605202349,1907483.279278,Black,43,Employed-At work,Female,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200605202350,21215316.911029,Black,47,Employed-At work,Male,6,2020,socializing,1,West,Pacific,WA,metropolitan,42660,0,45,0.75,15911487.68327175
20200605202352,12733037.228264,Black,48,Employed-At work,Female,5,2020,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,13,0,0,0
20200605202355,18076715.651625,Asian,32,Employed-At work,Male,3,2020,socializing,1,West,Mountain,UT,metropolitan,39340,0,0,0,0
20200605202361,2326487.506532,White,85,Retired,Female,1,2020,socializing,1,Midwest,East North Central,WI,non-metropolitan,0,0,75,1.25,2908109.383165
20200606200104,4332515.747225,American Indian,19,Unemployed-On layoff,Male,7,2020,socializing,1,South,South Atlantic,NC,metropolitan,49180,57,0,0,0
20200606200146,4732660.890132,White,24,Employed-At work,Female,1,2020,socializing,1,West,Pacific,OR,metropolitan,41420,0,30,0.5,2366330.445066
20200606200158,6973313.426614,White,23,Employed-Absent,Female,2,2020,socializing,1,South,West South Central,TX,metropolitan,21340,0,0,0,0
20200606200168,15237353.767503,Asian,24,Unemployed-Looking,Male,5,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,0,0,0
20200606200182,8729100.978677,White,16,Employed-At work,Male,1,2020,socializing,1,South,South Atlantic,MD,metropolitan,47900,0,193,3.216666666666667,28078608.148077685
20200606200185,19024535.846654,White,24,Employed-At work,Male,5,2020,socializing,1,Midwest,East North Central,WI,metropolitan,11540,0,0,0,0
20200606200210,10428102.593736,White,17,Retired,Female,1,2020,socializing,1,South,West South Central,TX,metropolitan,21340,0,0,0,0
20200606200218,6555028.704364,White,19,Unemployed-Looking,Female,1,2020,socializing,1,South,South Atlantic,GA,metropolitan,0,0,30,0.5,3277514.352182
20200606200220,30713808.009917,American Indian,23,Retired,Female,5,2020,socializing,1,West,Pacific,CA,metropolitan,33700,99,0,0,0
20200606200232,7712359.672727,White,21,Employed-At work,Male,1,2020,socializing,1,South,East South Central,KY,metropolitan,30460,67,0,0,0
20200606200290,28899679.755456,White,18,Employed-At work,Male,6,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20200606200291,7229055.215238,White,21,Employed-Absent,Male,1,2020,socializing,1,South,South Atlantic,NC,metropolitan,39580,0,0,0,0
20200606200292,50288133.082548,White,16,Retired,Female,4,2020,socializing,1,South,West South Central,TX,metropolitan,29700,479,57,0.95,47773726.428420596
20200606200504,4442885.306918,White,68,Retired,Male,7,2020,socializing,1,South,East South Central,KY,non-metropolitan,0,0,0,0,0
20200606200506,10233770.014793,White,27,Employed-At work,Female,3,2020,socializing,NA,NA,NA,NA,NA,NA,NA,20,0.3333333333333333,3411256.671597666
20200606200507,8847953.684047,Black,59,Employed-At work,Female,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606200512,20374214.082417,White,52,Employed-At work,Male,6,2020,socializing,1,South,South Atlantic,SC,metropolitan,24860,0,0,0,0
20200606200517,12303584.195443,White,53,Employed-At work,Male,6,2020,socializing,1,West,Mountain,AZ,metropolitan,38060,13,150,2.5,30758960.488607503
20200606200530,3709208.486744,White,61,Employed-At work,Male,1,2020,socializing,1,West,Mountain,ID,metropolitan,14260,0,180,3,11127625.460232
20200606200538,13298758.147785,White,43,Employed-At work,Female,2,2020,socializing,1,Midwest,East North Central,WI,metropolitan,24580,0,0,0,0
20200606200545,2842183.962313,White,76,Retired,Male,7,2020,socializing,NA,NA,NA,NA,NA,NA,NA,60,1,2842183.962313
20200606200551,6636896.015539,White,69,Retired,Female,7,2020,socializing,1,Midwest,East North Central,IL,non-metropolitan,0,0,0,0,0
20200606200552,7024339.744167,White,43,Employed-At work,Male,3,2020,socializing,1,South,West South Central,LA,non-metropolitan,0,0,0,0,0
20200606200590,2005661.466807,Black,73,Retired,Female,1,2020,socializing,1,Midwest,East North Central,OH,metropolitan,17140,0,0,0,0
20200606200596,4981563.050416,2+ races,55,Employed-At work,Female,2,2020,socializing,1,Northeast,New England,ME,metropolitan,38860,5,0,0,0
20200606200620,8521748.730682,White,54,Employed-At work,Male,1,2020,socializing,1,South,South Atlantic,FL,metropolitan,33100,99,0,0,0
20200606200622,4593425.42885,White,44,Employed-At work,Female,2,2020,socializing,1,Midwest,West North Central,IA,metropolitan,19780,0,0,0,0
20200606200635,5711388.766479,White,67,Retired,Male,2,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20200606200649,4582525.759033,Black,71,Employed-At work,Female,6,2020,socializing,1,South,West South Central,LA,metropolitan,12940,33,0,0,0
20200606200658,6783320.576835,White,68,Retired,Male,6,2020,socializing,1,South,East South Central,TN,metropolitan,34980,0,0,0,0
20200606200660,7288812.745412,White,60,Employed-At work,Female,3,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,15,0.25,1822203.186353
20200606200664,2259502.225635,White,73,Retired,Female,1,2020,socializing,1,South,West South Central,TX,metropolitan,19100,0,15,0.25,564875.55640875
20200606200665,6493899.163689,White,28,Employed-At work,Female,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,120,2,12987798.327378
20200606200670,2973475.456014,Black,85,Retired,Female,7,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20200606200677,2695505.30551,White,85,Retired,Male,1,2020,socializing,1,West,Pacific,WA,metropolitan,38900,0,120,2,5391010.61102
20200606200682,2698494.485529,White,38,Employed-At work,Male,7,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,48700,81,0,0,0
20200606200687,3975966.570113,White,38,Employed-At work,Male,7,2020,socializing,1,South,East South Central,TN,non-metropolitan,0,0,0,0,0
20200606200688,2504673.41127,White,39,Employed-At work,Female,1,2020,socializing,1,South,South Atlantic,GA,metropolitan,31420,0,0,0,0
20200606200701,1602085.832347,White,77,Retired,Female,7,2020,socializing,1,West,Pacific,CA,metropolitan,41740,73,155,2.5833333333333335,4138721.7335630837
20200606200702,6207056.191257,White,39,Retired,Female,2,2020,socializing,1,West,Mountain,UT,not identified,0,0,0,0,0
20200606200720,3119552.628034,Asian,42,Employed-At work,Male,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606200731,4527378.686137,White,55,Employed-Absent,Female,7,2020,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,0,0,0
20200606200739,6607470.17975,2+ races,71,Retired,Female,5,2020,socializing,1,South,West South Central,AR,metropolitan,30780,0,0,0,0
20200606200752,4157979.397917,White,39,Retired,Female,1,2020,socializing,1,South,West South Central,OK,metropolitan,36420,0,0,0,0
20200606200767,6272875.359129,White,52,Employed-At work,Female,7,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,42540,0,0,0,0
20200606200777,3853546.499577,White,62,Employed-At work,Male,1,2020,socializing,1,West,Mountain,NM,metropolitan,10740,1,0,0,0
20200606200794,9759819.762029,2+ races,52,Employed-At work,Male,3,2020,socializing,1,Midwest,East North Central,IL,non-metropolitan,0,0,0,0,0
20200606200796,6150887.198827,White,32,Retired,Female,1,2020,socializing,1,South,South Atlantic,FL,non-metropolitan,0,0,0,0,0
20200606200801,10150572.180965,White,41,Employed-At work,Male,2,2020,socializing,1,West,Pacific,WA,metropolitan,42660,33,0,0,0
20200606200822,15879000.249725,White,28,Employed-Absent,Male,6,2020,socializing,1,South,East South Central,KY,metropolitan,17140,0,0,0,0
20200606200828,5124623.35151,White,71,Retired,Male,1,2020,socializing,1,South,South Atlantic,FL,metropolitan,33100,86,0,0,0
20200606200860,28119186.224894,White,69,Retired,Female,3,2020,socializing,1,West,Pacific,CA,metropolitan,31080,37,90,1.5,42178779.337340996
20200606200887,6321891.354031,Asian,35,Employed-At work,Female,1,2020,socializing,1,Midwest,East North Central,OH,metropolitan,17140,0,0,0,0
20200606200890,12374834.293525,Black,53,Retired,Female,2,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,5,0,0,0
20200606200892,6218451.106388,White,72,Retired,Male,2,2020,socializing,1,South,West South Central,TX,metropolitan,12420,0,120,2,12436902.212776
20200606200915,3082976.245827,Black,34,Employed-At work,Female,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606200922,4217239.735938,White,56,Retired,Female,2,2020,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
20200606200927,3721062.297521,White,85,Retired,Female,1,2020,socializing,1,Midwest,East North Central,IL,metropolitan,14010,0,0,0,0
20200606200934,11785195.370303,White,45,Employed-At work,Male,2,2020,socializing,1,South,South Atlantic,VA,metropolitan,40060,760,0,0,0
20200606200942,5324770.505632,White,49,Employed-At work,Male,1,2020,socializing,1,West,Mountain,NV,metropolitan,29820,3,0,0,0
20200606200946,13645706.857555,White,28,Retired,Female,3,2020,socializing,1,South,West South Central,TX,metropolitan,19100,0,60,1,13645706.857555
20200606200950,10019890.814082,Black,60,Retired,Female,3,2020,socializing,1,South,South Atlantic,NC,metropolitan,39580,0,120,2,20039781.628164
20200606200955,1204384.686706,White,40,Unemployed-Looking,Female,1,2020,socializing,1,South,West South Central,AR,non-metropolitan,0,0,15,0.25,301096.1716765
20200606200961,5370210.704511,White,70,Retired,Male,1,2020,socializing,1,West,Pacific,OR,non-metropolitan,0,0,0,0,0
20200606200962,5420576.096093,White,31,Employed-At work,Male,5,2020,socializing,1,West,Pacific,OR,metropolitan,38900,0,0,0,0
20200606200966,9293125.525603,White,60,Retired,Female,1,2020,socializing,1,South,South Atlantic,NC,metropolitan,16740,0,0,0,0
20200606200974,4127416.251959,White,31,Employed-At work,Female,5,2020,socializing,1,South,East South Central,KY,metropolitan,31140,111,0,0,0
20200606200983,13535386.681372,White,51,Employed-At work,Female,5,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606201013,7391246.631588,White,62,Employed-At work,Male,2,2020,socializing,1,South,West South Central,TX,non-metropolitan,0,0,0,0,0
20200606201028,10263537.045712,White,75,Retired,Male,2,2020,socializing,1,Midwest,West North Central,MO,metropolitan,41180,99,0,0,0
20200606201041,4258801.381801,White,48,Employed-At work,Female,1,2020,socializing,1,Midwest,West North Central,IA,metropolitan,36540,0,231,3.85,16396385.31993385
20200606201054,7434980.212275,White,75,Employed-At work,Male,2,2020,socializing,1,South,South Atlantic,SC,metropolitan,24860,0,0,0,0
20200606201060,15527105.389901,White,27,Retired,Female,3,2020,socializing,1,South,South Atlantic,FL,metropolitan,33100,11,0,0,0
20200606201061,5494437.224189,White,60,Retired,Male,3,2020,socializing,1,West,Mountain,AZ,metropolitan,49740,27,0,0,0
20200606201064,14511124.624497,White,44,Employed-At work,Female,6,2020,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,335,5.583333333333333,81020445.82010825
20200606201070,5372291.757712,White,30,Employed-At work,Male,7,2020,socializing,1,South,South Atlantic,FL,non-metropolitan,0,0,0,0,0
20200606201075,5409115.519408,White,43,Employed-Absent,Female,7,2020,socializing,1,Midwest,East North Central,OH,metropolitan,18140,0,0,0,0
20200606201081,13157737.065459,White,29,Employed-At work,Female,3,2020,socializing,1,West,Pacific,OR,metropolitan,38900,0,0,0,0
20200606201088,6990679.341446,White,72,Retired,Female,6,2020,socializing,1,South,South Atlantic,MD,metropolitan,12580,3,145,2.4166666666666665,16894141.741827834
20200606201090,4419536.512739,White,70,Retired,Male,5,2020,socializing,1,South,East South Central,TN,metropolitan,16860,0,85,1.4166666666666667,6261010.059713583
20200606201095,5254692.653145,White,70,Retired,Female,3,2020,socializing,1,Midwest,East North Central,OH,metropolitan,10420,153,0,0,0
20200606201108,2882167.642937,White,45,Retired,Male,1,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606201134,8179881.299516,Asian,43,Unemployed-Looking,Male,5,2020,socializing,1,West,Pacific,CA,metropolitan,40140,0,0,0,0
20200606201140,11299296.377854,White,31,Unemployed-Looking,Female,2,2020,socializing,1,Midwest,East North Central,MI,non-metropolitan,0,0,60,1,11299296.377854
20200606201142,10373051.612214,Black,64,Retired,Female,7,2020,socializing,1,West,Pacific,CA,metropolitan,31080,59,0,0,0
20200606201146,3910000.917675,American Indian,67,Retired,Male,4,2020,socializing,1,South,West South Central,OK,not identified,0,0,0,0,0
20200606201154,5780391.399286,Black,47,Employed-At work,Female,3,2020,socializing,1,Northeast,New England,MA,metropolitan,14460,25,0,0,0
20200606201166,2600681.848651,White,49,Unemployed-Looking,Female,1,2020,socializing,1,Midwest,West North Central,NE,metropolitan,0,0,0,0,0
20200606201170,10440864.086114,2+ races,29,Employed-At work,Male,3,2020,socializing,1,Northeast,New England,MA,metropolitan,14460,17,30,0.5,5220432.043057
20200606201181,11226865.563675,White,64,Employed-At work,Male,3,2020,socializing,1,Midwest,East North Central,WI,metropolitan,39540,101,0,0,0
20200606201185,6022221.048756,White,39,Employed-Absent,Male,1,2020,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
20200606201187,2893081.055523,White,58,Retired,Female,1,2020,socializing,1,South,East South Central,TN,metropolitan,28940,0,0,0,0
20200606201190,10360663.375733,White,57,Unemployed-On layoff,Male,1,2020,socializing,1,Northeast,New England,CT,metropolitan,35300,9,290,4.833333333333333,50076539.64937616
20200606201195,3204069.176641,Asian,78,Retired,Female,1,2020,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20200606201199,4054826.464223,White,69,Retired,Female,7,2020,socializing,1,West,Mountain,AZ,metropolitan,38060,13,120,2,8109652.928446
20200606201206,4736223.165595,White,49,Employed-Absent,Male,5,2020,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20200606201216,7618260.474151,White,49,Employed-At work,Male,1,2020,socializing,1,Midwest,East North Central,OH,metropolitan,18140,0,0,0,0
20200606201218,2118032.934138,White,69,Retired,Female,1,2020,socializing,1,Midwest,West North Central,MN,metropolitan,0,0,0,0,0
20200606201255,6824596.223716,Black,75,Retired,Male,1,2020,socializing,1,South,South Atlantic,DE,metropolitan,20100,1,0,0,0
20200606201266,3231083.972139,2+ races,49,Employed-At work,Male,1,2020,socializing,1,West,Pacific,WA,metropolitan,42660,0,0,0,0
20200606201267,6413849.763409,Asian,68,Retired,Female,1,2020,socializing,1,South,West South Central,TX,metropolitan,19100,0,0,0,0
20200606201289,4540416.304046,White,26,Employed-At work,Male,7,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606201291,5832802.615008,White,50,Employed-At work,Male,1,2020,socializing,1,West,Mountain,CO,metropolitan,19740,0,0,0,0
20200606201305,16585033.931334,White,76,Retired,Male,2,2020,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20200606201309,8042712.477701,White,73,Employed-At work,Male,1,2020,socializing,1,South,South Atlantic,FL,metropolitan,34940,21,0,0,0
20200606201312,3544004.783976,White,67,Retired,Female,1,2020,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,268,4.466666666666667,15829888.035092799
20200606201316,4351492.679067,White,72,Retired,Female,2,2020,socializing,1,South,West South Central,LA,metropolitan,35380,103,0,0,0
20200606201319,3809003.24523,White,69,Retired,Female,1,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,46540,0,0,0,0
20200606201327,3103277.914664,White,43,Employed-At work,Male,1,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,37980,17,90,1.5,4654916.8719959995
20200606201329,5701889.592273,White,80,Retired,Female,6,2020,socializing,1,Midwest,East North Central,WI,metropolitan,31540,0,55,0.9166666666666666,5226732.126250249
20200606201352,1839749.80552,White,54,Unemployed-Looking,Female,1,2020,socializing,1,South,South Atlantic,FL,metropolitan,35840,0,0,0,0
20200606201368,3562086.481159,White,63,Employed-At work,Male,1,2020,socializing,1,Midwest,East North Central,IL,non-metropolitan,0,0,60,1,3562086.481159
20200606201373,10526546.417391,Asian,59,Employed-At work,Male,3,2020,socializing,1,South,South Atlantic,FL,metropolitan,34940,21,0,0,0
20200606201386,4267982.50114,White,45,Employed-At work,Male,1,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,85,60,1,4267982.50114
20200606201412,2242387.620983,White,73,Retired,Female,1,2020,socializing,1,Midwest,East North Central,IN,metropolitan,45460,0,0,0,0
20200606201413,9941702.330689,White,74,Retired,Female,4,2020,socializing,1,Midwest,East North Central,IL,metropolitan,0,0,0,0,0
20200606201417,5542837.552072,White,35,Retired,Female,1,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,103,0,0,0
20200606201427,9266199.472892,White,54,Employed-At work,Male,5,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606201428,3305207.138746,White,52,Employed-At work,Male,1,2020,socializing,1,Midwest,East North Central,OH,metropolitan,15940,0,0,0,0
20200606201452,8141696.165311,2+ races,54,Employed-At work,Female,1,2020,socializing,1,West,Pacific,CA,metropolitan,42200,83,0,0,0
20200606201454,3593215.77567,White,79,Retired,Female,7,2020,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20200606201464,7988889.687277,White,36,Employed-At work,Male,1,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,3,170,2.8333333333333335,22635187.447284836
20200606201466,4242614.299598,White,75,Retired,Female,1,2020,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,29540,71,0,0,0
20200606201482,7417256.922669,White,45,Retired,Female,2,2020,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,0,0,0
20200606201489,5060263.26061,White,71,Retired,Male,1,2020,socializing,1,Midwest,East North Central,MI,metropolitan,34740,121,0,0,0
20200606201494,2764978.910815,Black,80,Retired,Female,2,2020,socializing,1,South,West South Central,AR,metropolitan,38220,0,0,0,0
20200606201495,25600160.963063,Black,80,Retired,Female,2,2020,socializing,1,South,South Atlantic,VA,metropolitan,40060,87,0,0,0
20200606201522,13361170.254592,White,47,Employed-At work,Male,4,2020,socializing,1,South,West South Central,TX,metropolitan,19100,0,0,0,0
20200606201542,10180793.077025,White,61,Employed-At work,Male,3,2020,socializing,1,West,Mountain,CO,non-metropolitan,0,0,0,0,0
20200606201545,6487630.708898,White,60,Employed-At work,Female,7,2020,socializing,1,South,South Atlantic,FL,metropolitan,45300,103,0,0,0
20200606201556,9478436.937293,White,55,Employed-At work,Female,6,2020,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
